"","X","id","lyrics","artist","song","album","genre","year"
"110176",110176,19925,"For what feels like a life time I stood my ground I felt nothing could touch me until now Fall and then you watch me Fall The warrior inside me is crying out Set your face like a flint and stand your ground Fall and then you watch me Fall Never wanted never wished for My failures to hold me back The only thing worth meaning Is falling through the cracks Will I find what I am looking for My very own existence May cost me everything My existence is overtaking me I'm hoping and praying for a chance to live The undying mistakes that I've made Has set my life apart and now I'm free Live for something Hope for nothing Regardless of what it's worth The battle for something greater Is crawling up your back Will I find what I am looking for My very own existence May cost me everything My existence is overtaking me I'm hoping and praying for a chance to live The undying mistakes that I've made Has set my life apart and now I'm free For what feels like a life time I stood my ground I felt nothing could touch me until now Fall and then you watch me Fall The warrior inside me is crying out Set your face like a flint and stand your ground Fall and then you watch me Fall","Depeche_Mode","Strangelove","Depeche_Mode:Music_For_The_Masses_(1987)","New Wave","1987"
"110187",110187,19926,"Lord I feel I'm struggling through this battle Long for one peaceful day that I can call my own Anger cast out and left for dead These lies echo with no remorse Shadows are a content plague A Reminder of every failure I will lay down my soul at your feet God I feel your calling healer you are my healer Worthless and filled with anger Here's a chance to prove my worth Surrounded I'm surrounded By sorrow choking the life I praise Anger is setting in I've lad claim and called you out Fear starts to battle you With honor pumping through your veins I will lay down my soul at your feet God I feel your calling healer you are my healer I will lay down my soul at your feet God I feel your calling healer you are my healer","Depeche_Mode","The Things You Said","Depeche_Mode:Music_For_The_Masses_(1987)","New Wave","1987"
"110198",110198,19927,"Failure to include an explanation Our lives breathe no excuse of this It's our fault if we don't amount to anything How frequently we point the blame to our failures Is this what we call freedom or liberation A distance far too great for words Our focus is based off of what we say I had it all As actions are a footnote of the past I wanted something real Hoping you would stay As our voices fade We'll find out what this means I hear your calling reveal your heart When pride fades You need no explanation Here's my heart and I am yours There is no greater gift then this Our anger flows in every breath When man made passion starts to fade In fear will you be standing here When voices fade on passion Will your hearts still burn through failure","Depeche_Mode","Never Let Me Down Again","Depeche_Mode:Music_For_The_Masses_(1987)","New Wave","1987"
"110629",110629,199658,"Something tells me yes Something tells me no I see danger surround you little girl Every place you go You got more than one man On your mind But any man who gets stuck on you Is till the end of time My heart's in trouble But I'm feelin' no pain And I'm drawn to you Like a moth to a flame Trouble from the start Trouble till the end I'm tryin' to keep my will But I know it's gonna bend You got those mystic eyes Fire round her head And if she told you she could walk on water You'd believe what she said Don't need to tell me I know trouble's your name But I'm drawn to you Like a moth to a flame Help me huh huh Help me huh huh More than hard to get More than playin' rough She likes to see a grown man suffer 'Cause he can't get enough My life is never gonna be the same And I'm drawn to you like a moth to a flame No need to tell me I know trouble's your name But I'm drawn to you like a moth to a flame Help me huh huh Help me huh huh Help me huh huh Help me huh huh","Berlin","A Matter Of Time","Berlin:Best_Of_Berlin_1979-1988_(1988)","New Wave","1988"
"110652",110652,199679,"I would live for you and break my heart in two I would give for you like only fools would do I would hear you out and tell you all I could I would take your doubts and show you what I should Let me break Let me break you down For your sake I will break you down I would try for you try to walk you through I would fight for you to prove that I am true Let me break Let me break you down For your sake I will break you down Break break down x2 I would use for you alleviate your pain I would lose for you again and again Let me break for your sake Let me break Let me break you down For your sake I will break you down Let me break Let me break you down For your sake I will break you down Break break down x2","Berlin","Blowin' Sky High","Berlin:Best_Of_Berlin_1979-1988_(1988)","New Wave","1988"
"111025",111025,200011,"Exalted their commanding body addressed our governments We are legion no beginning no end There is no justification or evident reasoning Behind the genocide of our Species There is no remorse Total fucking decimation of our cities is inevitable As we're wiped From the earth Unknown technology renders our computer systems Completely redundant and Our Sky without the light of the sun Returning to their archaicholy ground rapidly Reactivating a Network of defence systems Separating and colonising us within hours Effortlessly Their numbers Blacken the sky of our world The reality of total world Domination is descending upon us Each of His entourage delegated to destabilise and seize Our population centres hopelessly we cling to These momentsThere is no justification or Evident reasoning behind the genocide of our species There is no remorse Total fucking Decimation of our cities is inevitable As we're wiped from the Earth Unknown technology Renders our computer systems completely eedundant and our sky Without the light of the sun","Blondie","The Hunter Gets Captured By The Game","Blondie:The_Hunter_(1982)","New Wave","1982"
"111043",111043,200028,"Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Where do we go Michael Look out here I come Michael Jackson look what you've done Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Michael Jackson Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Tina Turner Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson Michael Jackson look what you've done","Blondie","Danceway","Blondie:The_Hunter_(1982)","New Wave","1982"
"111044",111044,200029,"Watch that But it is hip though the way people dance now Ya know you can just It's called doin' whatever you want to do Just get up the weed get to ya just get up an just Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air Throw your arms in the air","Blondie","The Beast","Blondie:The_Hunter_(1982)","New Wave","1982"
"111046",111046,200030,"Punk to funk Punk to funk Punk to funk Punk to funk Punk to funk Punk to funk Punk to funk Punk to funk Punk to funk","Blondie","For Your Eyes Only","Blondie:The_Hunter_(1982)","New Wave","1982"
"111047",111047,200031,"Check this out this out this out this out this out this out this out this out this out this out Check this out this out this out this out this out this out this out this out this out this out Everybody needs love Everybody needs love Check this out this out this out this out this out this out this out this out this out this out Everybody needs love Everybody needs love Check this out this out this out this out this out this out this out this out this out this out Everybody needs love Everybody needs love Everybody needs love Everybody needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love needs love stutter effect need love Everybody needs love Everybody needs love Everybody needs love Everybody needs love love repeats fade out","Blondie","Orchid Club","Blondie:The_Hunter_(1982)","New Wave","1982"
"111251",111251,200215,"Eleven fiftynine Almost time one more minute to go I can hardly wait in this state don't my feelings show All we gotta do me and you see it through when we do What a big surprise I've got for you Then I am gonna do things to you I've never done before When you're old enough ha I do my stuff till you beg for more Now the time has come have your fun bang you come give me some Look out birthday baby here I come Happy birthday I've got to give you such a happy birthday You're gonna get it on your happy birthday and now you're grown up it's a happy birthday So tired of waiting for your happy birthday I'll make you happy on your happy birthday I'll light a candle on your happy birthday You're just too ready for today Just you and though didn't know days could be so long Sticking to the roof like a fool hanging on and on Now a million home you're alone almost grown on your own Move a little closer what I say Happy birthday I've got to give you such a happy birthday You're gonna get it on your happy birthday and now you're grown up it's a happy birthday So tired of waiting for your happy birthday I've got to give you such a happy birthday You're gonna get it on your happy birthday and now you're grown up it's a happy birthday So tired of waiting for your happy birthday I'll make you happy on your happy birthday aw I'll light a candle on your happy birthday You're just too ready for today","Chandeen","Love At First Sight","Chandeen:Spacerider_-_Love_At_First_Sight_(1998)","New Wave","1998"
"111286",111286,200247,"How is our glorious country ploughed Not by iron ploughs Our lands is ploughed by tanks and feet Feet Marching Oh America Oh England How is our glorious country sown Not with wheat and corn How is our glorious land bestowed What is the glorious fruit of our land Its fruit is deformed children What is the glorious fruit of our land Its fruit is orphaned children","Chandeen","Skywalking","Chandeen:Spacerider_-_Love_At_First_Sight_(1998)","New Wave","1998"
"111287",111287,200248,"Goddamn Europeans Take me back to beautiful England and the grey damp filthiness of ages and battered books and fog rolling down behind the mountains on the graveyards and dead seacaptains Let me walk through the stinking alleys to the music of drunken beatings past the Thames River glistening like gold hastily sold for nothing Let me watch night fall on the river the moon rise up and turn to silver the sky move the ocean shimmer the hedge shake the last living rose quiver","Chandeen","Spacerider","Chandeen:Spacerider_-_Love_At_First_Sight_(1998)","New Wave","1998"
"113487",113487,202236,"You walk into the room everybody stares The talking stops there's a silence there The room is yours you own it now You're in control and everybody down here knows You got a place in my heart I don't want you there But you come and you go like a millionaire You take a walk right across my soul You're in control and everybody down here knows You're the life and the death of the party You got my heart right by the throat You're the life and the death of the party When the stage lights rise You start and stop the show You love me bad you love me good You're unimpressed that's understood I lost it all you knew I would You're in control and everybody down here knows You're the life and the death of the party You got my heart right by the throat You're the life and the death of the party When the stage lights rise You start and stop the show It's just one night It's just one time It's just one hotel room It's just another dream That can't come true You're the life and the death of the party You got my heart right by the throat You're the life and the death of the party When the stage lights rise You start and stop the show the party When the stage lights rise You start and stop the show","Dave_Edmunds","Heart Of The City","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113531",113531,202276,"The universal eyes tell me where to go White line movin' slow Million miles an hour headfirst and alone All I got is tuck and roll All through my head It's happenin' over again Under forty over is UFO Hell bent stacked in rows The galaxy is lined with hundreds more Small town you bet we're sure All through my head It's happenin' over again As the day is long They keep movin' on Laughin' at the notion of a signal light Knew we'd gone too far No one knew what happened but it seemed alright We quickly jumped in the car All through my head It's happenin' over again King of the Road says you move too slow","Dave_Edmunds","It's My Own Business","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113532",113532,202277,"Break One Nine Got your boots on Gearjammer set Boogey Van so far How do you read me Three's and Eight's high Some kind of joyride Doublenickel right by In here everything I need Style built for speed Mother Trucker runnin' low Four wheels overflow Others passin' by Still movin' down the line So say the written word Two down now the Third The greatest thing I've seen Do y'all know what I mean Meeting Twenty was the plan Me and my Boogey Van Like most Chevys coast to coast People start to ride Dream machine burnin' wides Layin' a furious yard It smokes awful far Highback chair is low Rollin' faster off they go Tires roll flare to flare Custom shine everywhere Onefifty I don't care Halfway cross the land Me and my Boogey Van Movin' on down the line Here we go one more time","Dave_Edmunds","A1 On The Juke Box","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113533",113533,202278,"Keep it centered keep it low Keep it runnin' let's go Watch it climb on its own The more we see the more we know We know Four wheels and a lift What we gave we get The convoy was down There was nothing left no one around We strapped ourselves in tight We were the first and we're alright It's movin' way too fast Now shut the doors and hit the gas Chorus Soo over the edge They said X2 I lift my head I soon realized I remembered back in time What was rollin' along Movin' circle on and on An image so small We heard the word we heard the call Let's keep our story straight It doesn't matter it's way too late Chorus X2 Repeat first The more we see We know the more we know X4","Dave_Edmunds","Deborah","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113534",113534,202279,"Cut yourself off from the pack Flat out against the freaks There's nothin' they won't try Hot head heavy foot they meet It's been so many days And we tried every way We knew of a Masterplan So put the keys in my hand In my hand In my hand At a time when you would think All of a sudden it hits the streets As they're swappin' the big block Slowmotion time has stopped El Camaro never dies Look closely you'll know why Outrun 'em you know we can So put the keys in my hand In my hand Hell On Wheels is no big deal Road burnin' all across the land Hell On Wheels is no big deal Takin' 'em out of the Masterplan An idea whose time has come A land ride for everyone Been like this for years on end We'll let you know where and when As he splits the road in two Underdrive we never knew Ourun 'em you know we can So put the keys in my hand In my hand Hell On Wheels is no big deal Road burnin' all across the land Hell On Wheels is no big deal In my hand In my hand In my hand In my hand In my hand In my hand In my hand In my hand","Dave_Edmunds","Readers Wives","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113536",113536,202280,"Born as a Leo but soft as a lamb Onequarter Creole with the back of her hand Washes her hair in the Kryptonite rain A little invitation could shake up a saint Lost in space makes you never wanna come back down But you'll remember where you wanna be now I go to sleep with one eye open Hoppin' it's tonight she crosses that line Think you died this side of heaven But hell ain't far behind Shed my skin thrill me to the bliss The fun begins kill me with a kiss Batten down the hatches Medusa's on the loose Show me the trap put my neck in the noose A delicate flower with a crack in the vase I lose myself in Jazebel a smile on my face Take a leap of faith don't be afraid to try it And you'll feel better said the spider to the fly I go to sleep with one eye open Hoppin' it's tonight she crosses that line Think you died this side of heaven But hell ain't far behind Shed my skin thrill me to the bliss The fun begins kill me with a She's a real live pedestal beauty And my unpredictable cross to bear Death defying savoir faire I go to sleep with one eye open Hoppin' it's tonight she crosses that line Think you died this side of heaven But hell ain't far behind Shed my skin thrill me to the bliss The fun begins kill me with a kiss Shootin' from the hip cut me to the quick Bite my lip kill me with a kiss Kill me with a I got my freak on like it's triple X rated A dose of mojo like it's something contagious A velvet hammer poison with a twist Straight jacket lover kill me with a kiss","Dave_Edmunds","What Looks Best On You","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113537",113537,202281,"Back on the road New pair of shoes Almost took a wrong turn thinking 'bout you I shook my head left I shook my head right Had about enough of thinking 'bout you tonight I need some new illusion Give me a picture of a brighter day It's all I need to see a new solution Just a break to take me away I wanna feel rich when I'm broke Feel young when I'm old I may never hit gold But you know I get the feeling Up when I'm down Even strong with no power See the sunshine at night 'Cause you know I get the feeling right Back in the street Where I should be The good times and the bad times are waiting there for me I try to make a move But nothing seems to give I can't climb the wall to where the other half live I need some new illusion Give me a picture of a brighter day It's all I need to see a new solution Just a break to take me away I wanna feel rich when I'm broke Feel young when I'm old I may never hit gold But you know I get the feeling Up when I'm down Even strong with no power See the sunshine at night 'Cause you know I get the feeling right A thousand years ago Or two years from now I'll guarantee that someone's gonna try to get you down Everything you've got Is all they wanna take But you can sing a song They can never steal away I need some new illusion Give me a picture of a brighter day It's all I need to see a new solution Just a break to take me away I wanna feel rich when I'm broke Feel young when I'm old I may never hit gold But you know I get the feeling Up when I'm down Even strong with no power See the sunshine at night 'Cause you know I get the feeling Rich when I'm broke Young when I'm old I may never hit gold But you know I get the feeling right","Dave_Edmunds","Television","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"113538",113538,202282,"I can make a couple a calls Let's see whatever way it falls True it's seems a little bit late Got a dream and it just can't wait A million places We're wanting to be Where everybody's standing And they're startin' to scream 'Round the world we go Get laugh from the people that you know 'Round the world we go Stick around 'til the evening starts to flow 'Round the world we go Now it's time to let your head explode I can see it comin' down I know that you can feel the sound You and I were made to move Just put the diamond into the groove A million faces we're hoping to see Where everybody's standin' staring back at me 'Round the world we go Get laugh from the people that you know 'Round the world we go Stick around 'til the evening starts to flow 'Round the world we go Now it's time to let your head explode Everybody needs a little gettin' away Shout it all together we've got somethin' to say Gather up anyone that you can find Forget the masqueraders leave 'em all behind 'Round the world we go Get laugh from the people that you know 'Round the world we go Stick around 'til the evening starts to flow 'Round the world we go Get laugh from the people that you know 'Round the world we go Now it's time to let your head explode","Dave_Edmunds","Trouble Boys","Dave_Edmunds:Tracks_On_Wax_4_(1978)","New Wave","1978"
"114694",114694,203322,"Let the spirit descend like a beautiful dove As it did on Jesus that day He was baptized by John in the river of Jordan And God's voice like thunder said This is my Son When John came preachin' preparin' the way For Jesus the Heavenly King If you'll only trust and believe in His word You'll stand in God's kingdom and not be ashamed Let the Spirit descend like a beautiful dove As it did on Jesus that day He was baptized by John in the river of Jordan And God's voice like thunder said This is my Son","Depeche_Mode","Insight","Depeche_Mode:Ultra_(1997)","New Wave","1997"
"114695",114695,203323,"At first when I heard of some people who claim That the oldtime religion was real I said I'll go down take a look at the crowd For just that weakminded I feel I walked up the steps and I peeked in the door But the Devil said Don't you go in But I said It won't hurt me I'll just step inside And I'll set as far back as I can But Something got a hold of me Praise God Yes something got a hold of me Oh Lord I went there to fight but I'll tell you that night God certainly got a hold of me They sang like they meant it they all clapped their hands I said It's commotion that's all When they get down to pray I'll just get up and leave For I don't wanta be seen here at all But I bowed that time he got started to preach And he looked straight down at me He told ev'rybody how mean that I was He didn't talk like he thought much of me I sat in my seat just thinkin' it o'er And then they all started to pray The fire fell from Heaven I fell to the floor I prayed there and God had His way For Something got a hold of me Praise God Yes something got a hold of me Oh Lord I went there to fight but I'll tell you that night God certainly got a hold of me","Depeche_Mode","The Bottom Line","Depeche_Mode:Ultra_(1997)","New Wave","1997"
"114696",114696,203324,"You wouldn't read my letter if I wrote you You asked me not to call you on the phone But there's something I've wanted to tell you So I wrote it in the words of this song I didn't know God made honkytonk angels But I should have known you'd never make a wife You cheated the only one that ever loved you And then went back to the wild side of life The glamor of the gay night life has lured you To the places where the wine and liquor flow WYou broke each sacred vow that you made me And gave up the truest love you'll ever know I didn't know God made honkytonk angels But I should have known you'd never make a wife You cheated the only one that ever loved you And then went back to the wild side of life","Depeche_Mode","Freestate","Depeche_Mode:Ultra_(1997)","New Wave","1997"
"114697",114697,203325,"Teardrops fell the night you said I love you dear but you are wed I watched you as you held his hand Then I turned away and cried again I cried again when I reached home There sat your picture all alone I thought of things that might have been I bowed my head and cried again I took your letters from the shelf Then read aloud just to myself But just before I reached the end I bowed my head and cried again I cried again when I reached home There sat your picture all alone I thought of things that might have been I bowed my head and cried again And here's the reason why I say Dear I must throw your things away For they would only bring me pain And I'd bow my head and cry again I cried again when I reached home There sat your picture all alone I thought of things that might have been I bowed my head and cried again","Depeche_Mode","Sister Of Night","Depeche_Mode:Ultra_(1997)","New Wave","1997"
"114698",114698,203326,"Standin' by a lonesome graveside Everything I love is gone Weeping as they lay my darlin' 'Neath a cold gray tomb of stone In this world I'm left to wander With no one to call my own While my precious darlin's sleepin' 'Neath a cold gray tomb of stone Out there in that lonesome graveyard She is sleepin' all alone And they buryied my heart with her 'Neath a cold gray tomb of stone Skies above were dark and stormin' For the sunshine all is gone And the one I love is sleepin' 'Neath a cold gray tomb of stone My heart is dead and yet i'm living Wondering through this world alone I wish that I was with my darlin' 'Neath a cold gray tomb of stone","Depeche_Mode","The Love Thieves","Depeche_Mode:Ultra_(1997)","New Wave","1997"
"117678",117678,206022,"Yo this gurl is so hotso sexy Everytime I turn around the boys fightin over me Everytime I step out the house they want to fight over me Maybe cuz im hot to death and im so so so sexy All the boyz all the silly boyz they want to fight over me Everytime I turn around the boys fightin over me Everytime I step out the house they want to fight over me Maybe cuz im hot to death and im so so so sexy All the boyz all the silly boyz they want to fight over me Jadakiss we in the VIP killing the oncen whoever aint two stepping is really bouncing yeah you know the name of the game so let go of your dame she chose me ever since the DJ announce them she got the right to low button down or wire saleshades the ice is bright too and im around goons moms gonna let me get her promise to send her back tomorrow around noon soar looser but a good winner besides she could use a lil hood in her a 40 from auto bond and a hood dinner with a binner and a rage back sit at the cina get violent money wanna drop me its something on the tip of my plakyness spit silence I don't feel haters and if you feeling sum kinda way email them and tell them u still jadakisss Everytime I turn around the boys fightin over me Everytime I step out the house they want to fight over me Maybe cuz im hot to death and im so so so sexy All the boyz all the silly boyz they want to fight over me Boyz boyz boyz boyz fighting over me","Alphaville","MoonBoy","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117687",117687,206030,"Well they've got a new dance and it goes like this Bop shooop a bop bop shooop Yeah the name of the dance is Peppermint Twist Bop shooop a bop bop shooop Well you like it like this the Peppermint Twist It goes round and round up and down Round and round up and down Round and round and a up and down And a one two three kick one two three jump Well meet me baby down at 45th street Where the Peppermint Twisters meet And you'll learn to do this the Peppermint Twist It's alright all night it's alright It's okay all day it's okay You'll learn to do this the Peppermint Twist Yeah yeah","Alphaville","MoonGirl","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117688",117688,206031,"Still a little bit of your taste in my mouth Still a little bit of you laced with my doubt Still a little hard to say what's going on There's still a little bit of your ghost your witness Still a little bit of your face I haven't kissed You step a little closer each day That I can't see what's going on Stones taught me to fly Love it taught me to lie Life it taught me to die So it's not hard to fall When you float like a cannonball Still a little bit of your song in my ear Still a little bit of your words I long to hear You step a little closer to me So close that I can't see what's going on Stones taught me to fly Love it taught me to lie Life taught me to die 'Cause it's not hard to fall And I don't want to scare her It's not hard to fall And I don't wanna lose It's not hard to grow When you know that you just don't know Stones taught me to fly Love it taught me to lie Life taught me to die So it's not hard to fall When you float like a cannon Stones taught me to fly Love just taught me to cry So come on courage teach me to be shy 'Cause it's not hard to fall When you float like a cannonball","Alphaville","First Monday In The Y3K","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117689",117689,206032,"In the east and in the west Every bird will seek its nest Everyone will seek its home Home is where the heart goes And the moon will rise and fall And the light will touch the tide Are we holding hands and never feeling All around the world we sing Like a penny in a spin Always looking for the way To get out to get in Love is the groove in which we move Love is the groove in which we move Love is the groove in which we move In the alleys of Montsay In the streets of Katmandu On the high roads of Peru People meet and touch and go But the wind of change will blow And another dance will start And I'll finally get the point Like an arrow to my heart Love is the groove in which we move Love is the groove in which we move Love is the groove in which we move Look back where's the sea Who brought this mystery Deep in another world Someone is listening As day ends with night And we keep asking why Look back there's the key Deep in another life On this ship in which we sail Everything is possible Keep on turning like a star Till you get to where you are If I promise not to laugh Will you promise not to cry Will you promise not to let this life Slip by Love is the groove in which we move Love is the groove in which we move Love is the groove in which we move","Alphaville","Scum Of The Earth","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117690",117690,206033,"Take her away But don't let me see Who the last heart in line Turns out to be I'll never know There won't be any sign Of how close it came For the last heart in line And though for a while I'll still be Waiting around For my chance patiently Fact that she's gone Is bound to finally dawn On me eventually Though for a while I'll still be Just waiting around For my chance patiently The fact that she's gone Is bound to finally dawn On me eventually I guess for her It'll all work out fine But who's gonna tell The last heart in line","Alphaville","Return To Paradise Part 1","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117691",117691,206034,"Baby baby Every time I want you near me You say maybe I don't think you see It isn't easy for me Baby I said baby Every little move you make Just drives me crazy But you still won't let go And you don't wanna know You tell me Don't touch the merchandise If you and me were together Then for me it would make my dreams You could knock me down with a feather If you could hear me scream Baby oh baby You're edgy you foxy little lady But you're locked up from me Oh yeah I don't have a key You tell me Don't touch the merchandise Baby oh I said baby The day that you say yes Then I'll say maybe Because the bait is not cold Oh you know the passion is old Baby baby Oh I said baby baby Oh now that you can touch It drives me crazy You had plenty of time Now you can just read the signs It says Don't touch the merchandise Don't touch the merchandise Don't touch the merchandise","Alphaville","Diamonds Are 4 Eva","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117692",117692,206035,"Your voice is like a ghost inside my head You whisper lies to try and hurt me again All the times you doubted me you'll see I was always better than you made me out to be Not gonna let you down let you down easy You're gonna feel it inside it's gonna eat you alive When I walk away walk away believe me The pain will say I told you so Tearing off the grip you've had on me Time has told me you will never be what I need The ashes from the hell you put me through They will be the memories what's left of me and you Not gonna let you down let you down easy You're gonna feel it inside it's gonna eat you alive When I walk away walk away believe me The pain will say I told you so All your promises to all my dreams Were never meant to be You never believed in me Hiding your regrets You'll come back wanting me to fall in your arms Who do you think you are Not gonna let you down let you down easy You're gonna feel it inside it's gonna eat you alive When I walk away walk away believe me The pain will say I told you so Not gonna let you down let you down easy You're gonna feel it inside it's gonna eat you alive When I walk away walk away believe me The pain will say I told you so I told you so","Alphaville","The Opium Den","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117693",117693,206036,"There's something about how you look at me I can tell that you're for real My heartbeat pounds and my head spins round Is this how forever feels Gonna take a chance gonna take your hand Gonna let the real me show Baby just sit back and try not to laugh There's a few things you should know I'm gonna get jealous I can get moody when my hair's a mess And I cry over nothing oh oh oh oh I'm gonna ask all about your ex Gonna be late 'cause I can't choose which dress These are things I must confess oh oh oh oh And if you're okay with that then I'm okay with you And if you'll always have my back I guess we're cool If I've learned one thing you should never bring Any secrets into love 'Cause the things you hide they build up inside And I don't want that for us I'm a little scared 'cause I wanna share The best of me with you But along with that comes a few red flags You should know what you're getting into I'm gonna get jealous I can get moody when my hair's a mess And I cry over nothing oh oh oh oh I'm gonna ask all about your ex Gonna be late 'cause I can't choose which dress These are things I must confess oh oh oh oh And if you're okay with that then I'm okay with you And if you'll always have my back I guess we're cool Yeah yeah put my heart out on the table Yeah yeah and you didn't run away Yeah yeah love me if you're able Even though I get jealous I can get moody when my hair's a mess And I cry over nothing oh oh oh oh I'm gonna ask all about your ex Gonna be late 'cause I can't choose which dress These are things I must confess oh oh oh oh And if you're okay with that then I'm okay with you Glad I got this off my chest so are we cool","Alphaville","Something","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117694",117694,206037,"I know that look I know those eyes She broke you down again I'm not surprised Every time you show up here again Hands in your pocket heart on your sleeve Tell me all about what you need Lean in close but I'll take what I can get Breathe you in breathe you in like my first cigarette Breathe you out breathe you out turning off the regret Don't worry baby 'cause it's all my fault I'll take the part that she doesn't want Breathe you in breathe you in take the spark with the smoke Breathe you out breathe you out feel the rush as I choke I know it's worth it baby even if it's just Secondhand secondhand love My heart has no pride standing here Good thing I can take the tears Sew you up as I'm tearing at the seams It's so good yeah while it lasts Go ahead and strike the match Burn me down make ashes out of me yeah Breathe you in breathe you in like my first cigarette Breathe you out breathe you out turning off the regret Don't worry baby 'cause it's all my fault I'll take the part that she doesn't want Breathe you in breathe you in take the spark with the smoke Breathe you out breathe you out feel the rush as I choke I know it's worth it baby even if it's just Secondhand secondhand love I know that you're no good for me You make me weak as I can be Bad habits there is just no breaking free Breathe you in breathe you in like my first cigarette Breathe you out breathe you out turning off the regret Don't worry baby 'cause it's all my fault I'll take the part that she doesn't want Breathe you in breathe you in take the spark with the smoke Breathe you out breathe you out feel the rush as I choke I know it's worth it baby even if it's just Secondhand secondhand love Secondhand secondhand love Secondhand secondhand love","Alphaville","About A Heart","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117695",117695,206038,"There's no rhyme and there's no reason When you roll around and talk in silly accents It's unbelievable and hysterical when You leaned in to kiss me and gave me a black eye But since then my vision's so clear We don't have to try 'Cause it comes so naturally It's our original love 'Cause no one gets me like you I can't get enough 'Cause I light up when I see you Original love You're the bee's knees sweetie Our own kind of love I feel miserable It's indescribable when the smell of your shirt starts to fade away The long distance it's a bitch when I'm making funny faces but you're not here To make them back at me I wish you could hear me laugh uncontrollably It's our original love 'Cause no one gets me like you I can't get enough 'Cause I light up when I see you Original love You're the bee's knees sweetie Our own kind of love I like the taste of your sweat You rock the beat of my heart Your song's stuck in my head It's our original love It's our original love It's our original It's our original love 'Cause no one gets me like you I can't get enough 'Cause I light up when I see you Original love You're the bee's knees sweetie Our own kind of love","Alphaville","Giants","Alphaville:Crazyshow_(2003)","New Wave","2003"
"117696",117696,206039,"hear lots of voices And they tell me I've got choices But for some it's still a game The people I've seen looking at me From a scream God loves them as his children And I think I feel the same There's no magic potion That can set this world in motion And I feel I know the people But I don't know their names It's easy to fashion Understanding and compassion But we haven't got their pain If only we knew them Then it might explain the reason Why we seem to block the picture But it never goes away If only I could help Then I would help And I should help But distance blurs my vision And it's all so far away I hear people preaching But it doesn't help the teaching If we never ever listen So it's harder to explain But somebody loves them Even though he's far above them And I think I feel the same","Alphaville","Crazyshow","Alphaville:Crazyshow_(2003)","New Wave","2003"
