artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
Nivea,15Dh5PvHQj909E0RgAe0aN,0.0,,us,,,,r&b/dance pop/urban contemporary/hip pop/southern hip hop/neo soul/deep pop r&b
Eamon,1y20PpXw0yeuJ1avCD0Ob9,1.0,Huey Ave Music/Ho-Wop Records,us,,,,dance pop/pop rap
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,0.0,Capitol Records ,us,,,,r&b/pop/dance pop/pop christmas/soul christmas/urban contemporary/pop rap/hip pop/indie r&b/neo soul/quiet storm/new jack swing
Donell Jones,5KNqYrivNgVCHBssEUSu5B,1.0,Candyman Music,us,,,Donell Jones ,r&b/dance pop/pop christmas/soul christmas/urban contemporary/hip pop/southern hip hop/indie r&b/neo soul/quiet storm/new jack swing
Cassidy,3WilJWdCNLSU7fpYjiKb7v,1.0,,us,,,,rap/pop rap/hip pop/southern hip hop/trap music/dirty south rap/crunk
Montell Jordan,0iVrCROxeyon7MZUW3MfzT,1.0,,us,,Atlanta,Montell Jordan,r&b/rap/dance pop/pop christmas/soul christmas/urban contemporary/hip pop/new jack swing
Lil' Flip,4Q5sPmM8j4SpMqL4UA1DtS,1.0,CLOVER G RECORDS,us,Houston,Houston,,rap/pop rap/southern hip hop/trap music/gangster rap/dirty south rap/crunk
Lucy Pearl,0OUXTnqjvTg4iZ7Lhq6vv7,0.0,,us,,,,r&b/urban contemporary/hip pop/neo soul
Omarion,0f5nVCcR06GX8Qikz0COtT,1.0,Star World,us,,,Omarion,r&b/rap/pop/dance pop/urban contemporary/pop rap/post-teen pop/hip pop/southern hip hop/trap music/indie r&b/deep pop r&b
Dru Hill,1255GTUKNCLCTvH9ctD4cT,1.0,"Dru Hill, LLC",us,,Baltimore,"SisQo, Jazz, Nokio, Tao",r&b/dance pop/pop christmas/soul christmas/urban contemporary/pop rap/hip pop/southern hip hop/neo soul/quiet storm/new jack swing
SWV,2NmK5FyrQ18HOPXq1UBzqa,0.0,,us,,,,r&b/dance pop/pop christmas/soul christmas/urban contemporary/hip pop/neo soul/quiet storm/new jack swing
Monica,6nzxy2wXs6tLgzEtqOkEi2,0.0,RCA,us,Atlanta,Atlanta,,r&b/pop/dance pop/pop christmas/urban contemporary/hip pop/indie r&b/neo soul/deep pop r&b/quiet storm/new jack swing
Eve,4d3yvTptO48nOYTPBcPFZC,0.0,"From the Rib, Music",us,,Los Angeles,EVE,r&b/rap/dance pop/urban contemporary/hip hop/pop rap/hip pop/southern hip hop
Brownstone,6dQgkiJm1fRkcqKOvPzysr,,,us,,,,r&b/urban contemporary/hip pop/neo soul/quiet storm/new jack swing
Brandy,05oH07COxkXKIMt6mIPRee,0.0,,us,,,,r&b/pop/dance pop/urban contemporary/hip hop/hip pop/neo soul/new jack swing
Faith Evans,5NDMothbpdpq2xHqSjrrWn,0.0,Prolific Music Group,us,,Los Angeles,,r&b/rap/dance pop/pop christmas/soul christmas/urban contemporary/hip hop/hip pop/indie r&b/neo soul/quiet storm/new jack swing
Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,1.0,,,,,,r&b/rap/dance pop/urban contemporary/hip hop/pop rap/hip pop/east coast hip hop/gangster rap/dirty south rap/crunk
Joe,3zTOe1BtyTkwNvYZOxXktX,1.0,PLAID TAKEOVER BMG,us,,,,r&b/dance pop/soul christmas/urban contemporary/hip pop/neo soul/deep pop r&b/quiet storm/new jack swing
Kevin Lyttle,1GaBsp1ICIp1e6udgE7fba,1.0,Tarakon Records,vc,,Miami,Kevin Lyttle,reggae fusion/soca
Zhané,6cjSmkVvMvyE6tCAo1M9Is,0.0,,us,,,,r&b/urban contemporary/hip pop/neo soul/quiet storm/funk/new jack swing
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,0.0,,us,Los Angeles,Houston,Kelly Rowland,r&b/pop/dance pop/urban contemporary/pop rap/post-teen pop/hip pop/neo soul/deep pop r&b
Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,0.0,,us,,,"Salt, Pepa, DJ Spinderella ",rap/dance pop/hip hop/hip pop/old school hip hop/hip house
Ruff Endz,7liFhc0PDIx8etigqd2WhW,1.0,"Ruff Endz Inc
",us,,Baltimore,"David ""Davinch"" Chance & Dante ""Chi"" Jordan",r&b/pop christmas/soul christmas/urban contemporary/hip pop/neo soul/quiet storm/new jack swing/alternative r&b
Hi-Five,0EVUivUkugMtNF09L4QBMH,1.0,,us,,,,r&b/urban contemporary/hip pop/neo soul/quiet storm/new jack swing
TQ,5a6nqHiBS9v3CxYOs7ttET,1.0,The HUB Muzic,us,,,Terrance Quaites,urban contemporary
Ashanti,5rkVyNGXEgeUqKkB5ccK83,0.0,Written Entertainment,us,,New York,Ashanti Douglas,r&b/rap/pop/dance pop/pop christmas/soul christmas/urban contemporary/hip hop/pop rap/hip pop/southern hip hop/indie r&b/neo soul/deep pop r&b
Xscape,5z2cHsOmmmWcAPNG1oEhw0,0.0,,us,,,,r&b/dance pop/pop christmas/soul christmas/urban contemporary/hip pop/southern hip hop/neo soul/deep pop r&b/quiet storm/new jack swing
Fat Joe,3ScY9CQxNLQei8Umvpx5g6,1.0,Terror Squad,us,,,Fat Joe,rap/hip hop/pop rap/hip pop/trap music/east coast hip hop/gangster rap/dirty south rap/hardcore hip hop
Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1.0,Fo Yo Soul Recordings / RCA Records,us,,,,gospel/neo soul/christian christmas
Ne-Yo,21E3waRsmPlU7jZsS13rcj,1.0,Motown Records & Compound Ent.,us,,Las Vegas,,r&b/rap/pop/dance pop/pop christmas/urban contemporary/pop rap/post-teen pop/hip pop/neo soul
Frankie J,3sMYEBy0CZFxedcnm9i9hf,1.0,Soul Sick Musick,us,,,,r&b/dance pop/urban contemporary/pop rap
Erick Sermon,2VX0o9LDIVmKIgpnwdJpOJ,1.0,,us,,,,hip hop/hip pop/gangster rap/hardcore hip hop
Alex & Sierra,58MLl9nC29IXbE4nEtuoP2,1.0,Independent AF <3,us,,Los Angeles,"Alex Kinsey ~ Vocals, Guitar, Mouth Trumpet, Swagger
Sierra Deaton ~ Vocals, Percussion, Piano, Smiles


Nick Poulios ~ Master of Keys, Lady Killer
Beau Evans ~ Dreamy Drums, Hair Flips
Erick Serna ~ Guitar Slayer, Supreme Man Bun
Jamel Hawke ~ Bass Slapper, Looks That Melt Your Soul",pop/post-teen pop/neo mellow/viral pop/teen pop
Mr. Probz,33W1pnW9zScZtYTnAoWnOT,1.0,Left Lane Recordings,nl,,,For more information please contact: info@mrprobz.com,pop/tropical house
Milow,6mo0UbyIvIePdXNyLwQlk5,1.0,Homerun Records / Universal Music,be,,Brussels,Milow = Jonathan Vandenbroeck,belgian rock/pop quebecois
Cameron Dallas,5s3rUylqooMyGsFE0rOFJT,1.0,,us,,,,teen pop
Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS,0.0,,us,,,,hollywood/show tunes
Howie Day,0ekbDNE2eOq8QiaXM34wer,1.0,,us,,,,neo mellow/pop rock/acoustic pop
Isaiah,5lXfVoQxVgC5fpjkVqvNYn,1.0,,at,,Melbourne,,australian pop
You+Me,0WO1Yn4pcC30HOKLD68JKm,,,us,,,"Alecia Moore (P!nk) + Dallas Green (City and Colour)= You+Me.
",
Timeflies,6dC0rIJNLSFZwqckLgXJ8p,1.0,Forty Eight Fifty Music Group,us,,Los Angeles,"Rob Resnick, Producer
Cal, Vocalist, Lyricist",pop/pop rap/post-teen pop/indie poptimism/underground pop rap
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,1.0,Columbia Records,us,,,,soul/modern blues
Amy Shark,2DORQjKJVYZMx9uu82UGtT,0.0,,au,,Gold Coast,,australian pop/australian indie
Jessica Mauboy,6rHWAH6F4mr2AViSxMV673,0.0,Sony Music Entertainment Australia,au,Sydney,Darwin,Jessica Mauboy,pop christmas/post-teen pop/australian pop
daydream Masi,7d1ybPEhoZkeQhKHIyl9U9,,,,,Akron,,
MKJ,2mdhxkqoWFBLtEC5FRkMD0,,,us,,,,
Natania,2cK7VkFt8I3C9hUfexNCIX,,,,,,,indian edm
LZRD,6O2ODylN42JL651p1vcIYQ,,,us,,,Keenan Haan/Tommy Shull,
TARI,2IkXfRlqGZgE7rvDkp30wf,0.0,,,,,,
Danny Olson,06MSAITCPRhtuJMD4UL96s,,,us,,Los Angeles,,
Marina Yers,4ZsI070Wn2STFQ7UBP0uqM,,,es,,,,
Noah North,0qXZHhXFl0aHajexAFbGWj,1.0,,us,,,,deep underground hip hop/trap soul
Rockie Fresh,5Joy3NHmxKQGEOnjxtaMz3,1.0,,us,,Chicago,,soul flow
Iceleak,1xtHru6k5JtigkklHFXJlX,,,,,,,
Edwin Klift,71JAhEGrtBb2Xcjq25TSk5,,,,,,,
Anevo,1FmrdSfTqWOzQoEoaS7MWb,,,se,,,Anevo,catstep/tracestep/deep uplifting trance
pura solis,0GTfNaJPozd7TwGc2rRH6L,0.0,,,,,,
offrami,733pYGuQ9xwCh15uK2VWT1,,,,,,,
prettyboyshav,1HWOzNVECZuzwhpmQ36RvO,,,,,,,
Silver Sphere,4xjJOu0MWVWuaDVZOy0Dx2,1.0,,,,,,bedroom pop
Sebastian Mikael,4hknFHNFp3UMm2Rbc6Ansf,1.0,Slip-N-Slide Records,us,Boston,Boston,"""I C U U C ME Part I"" EP - stream / download:
https://sebastianmikael.lnk.to/ICUUCMEPt1AY

""I C U U C ME Part II"" EP - stream / download:
https://sebastianmikael.lnk.to/ICUUCMEPT2AY

Keep Up With Sebastian Mikael:
http://www.sebastianmikael.com/
https://www.facebook.com/sebastianmikael
http://instagram.com/sebastianmikael
https://twitter.com/sebastianmikael
https://soundcloud.com/sebastianmikael

",deep pop r&b
Koelle,6kkdxR4fLeX1bz8Ujruh3a,1.0,"NEEDWANT, Traum Schallplatten, Alpha Magnetic",de,,,,progressive house
Liimo,5zMGoQoFhdlLrLkx2VnH08,0.0,,,,,,
Tom Wilson,4W9vuLWmzlcGv6stGVWPPC,,,,,,,
Mrs. Evergreen,7tTwNbgz1vVypQ1qLjYGt0,,,,,,,
Gostan,1nWS89L7evreaF9wcCsIyi,1.0,,fr,,Paris,,tropical house/deep tropical house
Patrick Martin,0akke4ZfLeCMEwuSJX5yc8,0.0,B-Unique Records,,Los Angeles,Milwaukee,Patrick Martin ,
Odd Riddance,675yijZVEElJY6lATcRKWE,,,,,,,
Ais.hill,28dh7looSsKFTCvQrPgotI,0.0,,,,,,
Brandt,6FShVH7NfiowNaNumqeBhZ,,,,,,,
Lstn,0OO1zgX3CUfJQwoOEBSKSp,,,,,,,
AZ2A,0wx8MhvdWYW700jqMvCl1G,,,,,,,
Bankrol Hayden,0Yr4BBpK2dkCp2UsrJ9LZN,1.0,,,,,,
Keys & Copper,7rjd9A2smYVmaASUVMCUPy,,,,,,"Melle Kuil
Jeroen Slutter",
Paix,0QSJEM4SA3W2HYShuYMfbW,0.0,,,,,,
La Doña,5eBVoDUYv0feTepoBSz4SJ,0.0,,,,,,
Ryan Trey,5YHM0i7v5TqqibZhS0YiuX,1.0,,us,,,,alternative r&b/canadian hip hop/trap soul
Meric,44aoeFCBHXcE6v9hM7dBcl,,,,,,,bass trap/tracestep
Justin Prime,0TFdkHvlyUVl9zrb4seHxJ,1.0,,nl,,Amsterdam,,big room/deep big room
Josefine,5iLaZnrGlRUHm2PwZ33dIt,,,,,,,
Zaia,1m0t5VYISq6TcyMo7UqLMz,,,fr,,,,
AJ Salvatore,5gLMXPUMc0uh9TedkRlng9,,,us,Orlando,Orlando,AJ Salvatore,
Casper & B.,2D3CXS70FRMw2FIkchBQdH,,,,,,,
TRU Concept,0i8byW08EV6y7Dv9gDPUCF,,,gb,,,,house/deep groove house/deep tropical house
CVBZ,0pt7PX4Hftlg8mV1ySU84Q,,,us,,,,pop edm
Laxcity,4YUBqnGDhH4JphZIhi9cdB,,"Secret Shores, Alt:Vision",,,,,vapor twitch
Deanna Brooke,7HaTuMyzBRMOKWNWs8NDzB,,,,,,,
Tony Velour,3L3hYQlhb5k9XCCrRWavNi,,,,,,,
IZII,161mym5juYaMTRpbcVqmFf,,,,,,IZII,
Meridian,4CL766oPnQwg2qYuAeKXup,,,,,,,
Cam Sanders,0N6CyJGuRcaSYMwn6P7JYc,0.0,,,,,,
Tyzo Bloom,38fu1DhmEN33ALaBa7jGhI,,,,,,,vapor soul/indie electro-pop
AQUA STONE THRONE,1rcNsjikx8qlJnq4b8Ml8d,,,us,,,,
Late June,5zMJZTfga0uJURmLLymnoh,,,nz,,,,vapor soul/wave/lo-fi beats
Luxe Agoris,6ejyZKJqfU1trzNHiAA3Ro,0.0,,,,,,
Reboost,5mqShZJnTfuAVDHWb4F31Q,,,,,,"Jakob Redtzer, Peter Boström",
Erlando,5cuIDrzlgb5jGwLlRWYnAc,,,,,,,
Tullio,3LbMrfAq8YnMksyS3H5zWD,,,it,,,,tropical house/deep tropical house
Madism,5UUdxfBMwm0hLlLgnZtBFv,0.0,,,,,,
Summer Trips,0Q9qd0B9y9rduGiJPWisPz,,,,,,,
Zeper,3tNfCak31ds75TVqS3wEIL,,,es,,,,
Frank Pierce,72twmO380DyQvrioHSeacz,,,,,,,
Kristen Bell,2kHxkdiKCSnHMkhIgFBZaI,0.0,,us,,,,disney
Auli'i Cravalho,5mnS9jJdKQQcRSqFu5YPVe,0.0,,us,,,,disney
Dwayne Johnson,1T8S48bD91THNKBByWBDyn,0.0,,,,,,
Jason Weaver,5UdPkKWd8YNR5xGcmqH9QJ,1.0,,us,,,,movie tunes
Lea Salonga,1GlMjIezcLwV3OFlX0uXOv,0.0,,ph,,Manila,,hollywood/childrens christmas/show tunes/movie tunes
Mandy Moore,2LJxr7Pt3JnP60eLxwbDOu,0.0,,us,,,,pop/dance pop/post-teen pop/neo mellow/hollywood/movie tunes
Josh Gad,4dSQICBjdUIp5iK6RRU2bY,1.0,,us,,,,comic/hollywood/show tunes/broadway/movie tunes
Opetaia Foa'i,759h9uEwoHm8KKq1pGI9RH,,,,,,,
Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,1.0,,us,,Provo,,bubblegum pop
Susan Egan,7CckquWatDQSr3PFKkjM8M,0.0,,us,,,,hollywood/childrens christmas/show tunes/broadway/movie tunes
Anika Noni Rose,4fqk0Vw0VrIY8O2eWtmQO2,,,us,,,,hollywood/movie tunes
Jodi Benson,4mmMtabvFCKA6HfmVmitNH,1.0,,us,,,,disney/childrens music/movie tunes
Samuel E. Wright,6Id8rcDNyBXPcgKQVfQ8rX,1.0,,us,,,,disney/movie tunes
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,0.0,,us,,,,pop christmas/post-teen pop/christmas/hollywood/show tunes/broadway
Brad Kane,3dAzSJ9lQnJSq5Z0OgDBep,1.0,,us,,,,disney/movie tunes
Christopher Jackson,6sLwRSXSUF5JTUnQaFenyj,1.0,,us,,,,hollywood/show tunes
Benjamin Bratt,52H65pWOSERcDK6uVFRwN8,,,us,,,,
Robby Benson,3QcGV278a6mmLRTOK29WBP,,,us,,,,disney/movie tunes
Lebo M.,0zp9qNDSeYi3QEodhcKAAA,1.0,,za,,,,disney/movie tunes
Angela Lansbury,0LtVJXnPR8msCJiE2DjHxy,0.0,,gb,,,,hollywood/cabaret/childrens christmas/show tunes/broadway/movie tunes
Lily James,7gWjOPetXNCBqlVe6axl8K,,,,,,,
Judy Kuhn,7tHd518aPjJYUgyv9bidBz,0.0,,us,,,,hollywood/show tunes/movie tunes
Nathan Lane,0P0do9GwiSgweSF6Ui3mrv,,,us,,,,disney/hollywood/show tunes/broadway/movie tunes
Julie Andrews,5RdqZVi36tpDPYNPw8jJbO,0.0,,gb,,,,adult standards/hollywood/show tunes/broadway/movie tunes
Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,1.0,,us,,,,soundtrack/scorecore/video game music
Jordan Fisher,60wslYioiBcxSTInM4nIy2,1.0,Hollywood Records,us,,,,post-teen pop/teen pop
Joseph Williams,5xk0kRuXn1zToTHpHAqpui,1.0,,us,,Los Angeles,,disney/movie tunes
Roger Bart,4sZw3BLoQ9SniX4mcoh80b,,,us,,,,disney/movie tunes
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,0.0,Disruptor Records,us,,,,pop/post-teen pop
Jemaine Clement,1Ymky4GOgYA1NI96FCY8yE,1.0,,nz,,,,
Dan Stevens,5lLVsxABqSuosfqAoLQeXV,0.0,,,,,,
Carmen Twillie,6O3ZB5Cz5CNT3wQWouKcNJ,,,us,,,,disney/movie tunes
Lyle Lovett,0zlJDQgqnr9AocrH9gs1Es,1.0,UMG/CURB,us,,,,folk/singer-songwriter/mellow gold/folk rock/country christmas/outlaw country/roots rock/traditional folk/lilith/country rock/alternative country/texas country/piedmont blues
DCappella,0OCEtyF7fdc3UnUovFsvjm,,,us,,,,
Dick Van Dyke,6XIT5sGHOtxVgqtSnMCYZ6,1.0,,us,,,,hollywood/show tunes/movie tunes
Richard White,0jWqALm6pl5CHj5N0eO68G,,,ca,,,,movie tunes
Billy Crystal,4obZSxPoSs6iedmMKPzhwh,1.0,,us,,,,movie tunes
Emily Blunt,1Q67mZjXzxBuLSgvgFdtuG,,,,,,,hollywood/show tunes
The Dwarf Chorus,6oyAC5MXCvdwRH2bpPOmYz,,,,,,,disney/movie tunes
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,0.0,Interscope Records,us,Los Angeles,Los Angeles,Gwen Stefani,r&b/pop/dance pop/urban contemporary/post-teen pop/hip pop/pop rock/europop/australian pop
Phil Harris,2ISMfPtVzHc9jDDVPUEHDa,1.0,,us,,,,movie tunes
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,1.0,,us,,,,show tunes
Isabela Souza,2sSeIHqgpFdFg83U8kYnHY,,,,,,,
We Love Disney Artists,4umlyQ2OcifCUUuagH5cVw,,Verve Records and Walt Disney Records,,,,,movie tunes
Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,1.0,Nonesuch,us,,Los Angeles,,soundtrack/disney/singer-songwriter/movie tunes
Billy Eichner,0FVsUxcFSlxwIM7Qs31s6J,0.0,,,,,,
JD McCrary,2wrxoZjEVKfJZhxCiqK0ju,1.0,,us,,,,
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,1.0,Universal Nashville,us,Nashville,Nashville,,contemporary country
The Bloody Beetroots,0QJKELJZZuLAjqLOOixJm5,1.0,"Fuzzorama, Inc",it,,Los Angeles,Sir Bob Cornelius Rifo,electronic/edm/electro house/complextro/alternative dance/new rave/dance-punk/filter house/fidget house
Like Mike,4pwXiI7Z5ZStkgKowZyoKi,1.0,,be,,Marietta,"Zak Mahoney- Vocals
Corey Hursh- Guitar
Edward Tumulty- Guitar
Billy Willig- Bass/Vocals
Dan Wilson- Drums
",
Sandro Silva,53UXMZxwzQyV4j7tZaVF58,,,,,,,edm/electro house/big room/progressive electro house/deep big room/dutch house/sky room
Angemi,3q5DAsSH8efMqNxjxbdpGx,1.0,Smash The House / Revealed Recordings / Hussle Recordings / Jummp Records / Panda Funk Records / Maxximize Records,it,,,"World Booking: nick@tomorrowland.com
Italy Booking: info@albertogobbi.com",deep big room
Tony Junior,17esEoE9uEHFKuzkar2UL0,1.0,Spinnin Records,nl,,Utrecht,Tony Junior,edm/electro house/big room/progressive electro house/deep big room/dutch house/sky room
D'Angello & Francis,63YpQAD9YjknZPfMVYqyIK,,,,,,,
D-wayne,7s8qj3Bzbzoyw1t1y88GuX,1.0,,it,,,,deep big room
Two Pauz,6YyD55EBlL5bCCjjEoDH4v,,,,,,,
Crossnaders,0SFycBapbIhuPacbhzDxI2,,SPINNIN'RECORDS,nl,,,2x SPCMN,
3 Are Legend,6w0JXd2nT27GXVTbsuQ2II,0.0,,,,,,
Kölsch,2D9Oe8R9UhbMvFAsMJpXj0,1.0,www.kompakt.fm,dk,,,,house/tropical house/deep euro house/minimal techno/tech house
Grimix,29NIvby6mXbv2rirvtYr6a,0.0,,,,,,
Boostedkids,2PMTEy2vzCh81UZTpjK7fZ,,it depends.,it,,,Daniele Spada | Francesco Chinelli,sky room
Vini Vici,29zsVzEH33dD5QqxeL8dvy,1.0,Alteza Records,il,,,Aviram Saharai & Matan Kadosh ,progressive uplifting trance
Main Circus,2S7Rdg81ijGBww89t47xCL,,,,,,,
Jaxx & Vega,7bdZVVcdyFjxVRj6vCVk9w,,Smash The House | Armada Music,de,,,"Marvin Chilla [Jaxx] 
Janis Rothenburger [Vega]

Booking Agent:
booking@thejagency.de

Management:
managementp2b@gmail.com",deep big room/sky room
Portland,0RHj75a0LpHdGbh0LUtpnn,,"[PIAS] BELGIUM
- pieter.verheyden@pias.com",gb,,,Jente Pironet // Sarah Pepels // Gill Princen // Arno De Bock,belgian indie
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,1.0,Top Dawg Entertainment,,,,The Wesley Theory,rap/hip hop/pop rap/west coast rap/rap/conscious hip hop/hip hop/pop rap/west coast rap
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,1.0,G.O.O.D. Music/Def Jam Recordings,us,,Virginia,,rap/hip hop/pop rap/southern hip hop/trap music/gangster rap/underground hip hop
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,1.0,,us,,,,rap/pop/hip hop/pop rap/southern hip hop/trap music
atm,3FyxEZrTwxWFQBH1Bmi30c,0.0,,,,,,
Shwayze,6f0hUHWLOCxCSDQMtdVAS7,1.0,Feel Good ,us,,,"Shwayze
",pop rap/underground pop rap/reggae rock
D12,5Qi4Bb7a8C0a00NZcA77L0,1.0,,us,,,,rap/hip hop/pop rap/detroit hip hop/southern hip hop/gangster rap/dirty south rap
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,1.0,,ca,,,,rap/pop/canadian pop/hip hop
Kardinal Offishall,5P2rwRBgIN450RaJxdjYdA,1.0,Kon Live,ca,,Toronto,,pop rap/canadian hip hop
Foxy Brown,1wvlC6NwleHt1iRD6d5X2C,0.0,,us,,,,r&b/rap/hip hop/hip pop/east coast hip hop
EPMD,3zpKjsMg2gw1St5WcWoUJN,1.0,,us,,,,rap/hip hop/east coast hip hop/gangster rap/hardcore hip hop/old school hip hop/turntablism
The Game,0NbfKEOTQCcwd6o7wSDOHI,1.0,Aftermath / Interscope,us,,,,rap/hip hop/pop rap/southern hip hop/trap music/gangster rap
Dizzee Rascal,0gusqTJKxtU1UTmNRMHZcv,1.0,Dirtee Stank Recordings Ltd,gb,,London,Dizzee Rascal,rap/house/hip hop/pop rap/grime/bassline
Talib Kweli,0lEssBAxQl2In4RpaB1C2Y,1.0, Javotti Media,us,,,,hip hop/pop rap/southern hip hop/east coast hip hop/dirty south rap/hardcore hip hop/alternative hip hop
Fabolous,0YWxKQj2Go9CGHCp77UOyy,1.0,Desert Storm/Street Family/Def Jam,us,,,,r&b/rap/dance pop/urban contemporary/hip hop/pop rap/hip pop/trap music/gangster rap/dirty south rap/crunk
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1.0,Republic Records,us,,Cleveland,,rap/hip hop/pop rap
Obie Trice,2XnnxQzxFZG8qEPjakokPM,1.0,,us,,Detroit,,rap/hip hop/pop rap/detroit hip hop/southern hip hop/gangster rap/hardcore hip hop
Westside Connection,3zNM2tRfTX6LI1lN2PlrTt,1.0,,us,,,,rap/hip hop/pop rap/g funk/southern hip hop/west coast rap/gangster rap/dirty south rap/hardcore hip hop/hyphy/chicano rap
Biz Markie,22282KfMxDo2PMjnBc82I4,1.0,,us,,,,rap/hip hop/east coast hip hop/gangster rap/hardcore hip hop/old school hip hop
Coolio,3y24n3XhZ96wgwRXjvS17T,1.0,Super Cool Entertainment LLC,us,,,,rap/hip hop/pop rap/g funk/west coast rap/gangster rap
50 Cent,3q7HBObVc0L8jNeTe5Gofh,1.0,G-Unit Records,us,,,50 Cent,rap/hip hop/pop rap/east coast hip hop/gangster rap
Chingy,3s2wTjWxK8NOX09dmsvVOh,1.0,,us,,,Chingy,r&b/rap/dance pop/urban contemporary/hip hop/pop rap/hip pop/southern hip hop/trap music/gangster rap/dirty south rap/crunk
Rizzle Kicks,2ajhZ7EA6Dec0kaWiKCApF,1.0,Island Records,gb,,Brighton,"Rizzle.
Harley Sylvester. ",pop rap/grime
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,0.0,Bad Dreams Records / EMPIRE,us,,,IGGY AZALEA,pop/dance pop/pop rap/post-teen pop/hip pop/australian hip hop
Nate Dogg,1Oa0bMld0A3u5OTYfMzp5h,1.0,,us,,,,rap/pop christmas/hip hop/pop rap/g funk/southern hip hop/west coast rap/gangster rap
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,1.0,,us,,,,rap/pop/hip hop/pop rap/dwn trap/southern hip hop/trap music/dirty south rap/underground hip hop
Bad Meets Evil,77IURH5NC56Jn09QHi76is,1.0,,us,,,,rap/hip hop/pop rap/detroit hip hop/southern hip hop/gangster rap
Mos Def,0Mz5XE0kb1GBnbLQm2VbcO,1.0,,us,,,,rap/hip hop/pop rap/southern hip hop/east coast hip hop/gangster rap/hardcore hip hop/alternative hip hop
G-Unit,6evKD5JWJON3qPBJtUEmtY,1.0,G-Unit Records,us,,,"50 Cent, Lloyd Banks, Tony Yayo

www.facebook.com/50cent
www.facebook.com/LloydBanks
www.facebook.com/TonyYayo",rap/hip hop/pop rap/southern hip hop/trap music/gangster rap/dirty south rap/hardcore hip hop/crunk
August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,1.0,Def Jam Recordings,us,,Atlanta,,r&b/rap/pop/dance pop/urban contemporary/pop rap/hip pop/southern hip hop/trap music/indie r&b/deep pop r&b
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,1.0,,us,,,,rap/hip hop/pop rap
Jazz Cartier,0sc5zYshOdiFD4ayqMrJbJ,1.0,,ca,,Toronto,,underground pop rap/underground hip hop/deep underground hip hop
Jeezy,4yBK75WVCQXej1p04GWqxH,1.0,CTE/Def Jam,us,Atlanta,Atlanta,,rap/hip hop/pop rap/southern hip hop/trap music/gangster rap/dirty south rap/crunk
Diddy - Dirty Money,2QYEvpsWUOjqaYuxDPTCmV,0.0,Bad Boy/Interscope,us,,New York,"Sean ""Diddy"" Combs
Dawn Richard
Kalenna Harper",urban contemporary/hip pop
Rakim,3PyWEKLWI0vHPmoNrIX0QE,1.0,Ra Records,us,,,,rap/hip hop/east coast hip hop/gangster rap/hardcore hip hop/alternative hip hop
Dilated Peoples,56OMwqr8qaLIRH4ZrvvdXq,1.0,Independent,us,,Los Angeles,"Rakaa Iriscience, Evidence, DJ Babu",hip hop/west coast rap/gangster rap/hardcore hip hop/turntablism/alternative hip hop
Ol' Dirty Bastard,50NoVNy9GU1lCrDV8iGpyu,1.0,"Loud Records, RCA Records, Elektra Records, Roc-A-Fella Records",us,,,,rap/hip hop/pop rap/southern hip hop/east coast hip hop/gangster rap/hardcore hip hop/turntablism/alternative hip hop
Sage Francis,2E78kTKamtXgdRkK1jrc0f,1.0,Strange Famous Records,us,,,,alternative hip hop/abstract hip hop/underground rap
Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,1.0,Rhymesayers Entertainment,us,San Francisco,San Francisco,Aesop Rock,hip hop/escape room/alternative hip hop/abstract hip hop
Dezmond Dane,1EU0k7twnhcXVMDX3RvBJU,,,,,,,
Black Milk,77zgRkcehIGCAtROXkXkb3,1.0,,us,,,,hip hop/detroit hip hop/escape room/underground hip hop/alternative hip hop
IceColdBishop,04zbRSHjzlQYvV31SW7qZ4,0.0,,,,,,vapor trap/underground hip hop/alternative r&b/indie r&b
CHASE B,2cMVIRpseAO7fJAxNfg6rD,,,,,,,
